Date,EOG,HAL,PXD,SLB,WLL,XES,XOP,EOG-RET,HAL-RET,PXD-RET,SLB-RET,WLL-RET,XES-RET,XOP-RET
42724.00,103.40,53.63,186.54,85.74,12.42,22.85,42.19,-0.000773,-0.001582,0.002795,0.007284,0.021382,0.010168,-0.000711
42723.00,103.48,53.72,186.02,85.12,12.16,22.62,42.22,-0.005000,-0.005001,0.005568,-0.004444,0.011647,0.000000,0.004999
42720.00,104.00,53.99,184.99,85.50,12.02,22.62,42.01,0.000770,0.003718,-0.013123,0.002580,0.009236,-0.003524,0.001908
42719.00,103.92,53.79,187.45,85.28,11.91,22.70,41.93,-0.002783,0.005233,-0.000746,0.001409,0.066249,0.010236,0.004552
42718.00,104.21,53.51,187.59,85.16,11.17,22.47,41.74,-0.035182,-0.025319,-0.019137,-0.011262,-0.067613,-0.036862,-0.038692
42717.00,108.01,54.90,191.25,86.13,11.98,23.33,43.42,0.020599,0.007524,0.012119,0.013175,-0.009917,-0.000857,0.012121
42716.00,105.83,54.49,188.96,85.01,12.10,23.35,42.90,-0.005824,0.005351,0.010157,0.002713,-0.003295,0.002146,-0.006484
42713.00,106.45,54.20,187.06,84.78,12.14,23.30,43.18,0.014486,-0.004226,0.000267,0.003670,0.004967,0.020140,-0.003922
42712.00,104.93,54.43,187.01,84.47,12.08,22.84,43.35,0.013523,0.016623,0.006621,0.001423,-0.003300,0.018733,0.010489
42711.00,103.53,53.54,185.78,84.35,12.12,22.42,42.90,-0.004232,-0.008886,0.005466,0.004645,-0.015435,-0.006646,0.004684
42710.00,103.97,54.02,184.77,83.96,12.31,22.57,42.70,-0.004691,0.002226,-0.018486,-0.005567,0.000813,0.008039,0.005889
42709.00,104.46,53.90,188.25,84.43,12.30,22.39,42.45,0.006940,-0.004984,0.003732,-0.006823,0.006547,0.032749,0.009993
42706.00,103.74,54.17,187.55,85.01,12.22,21.68,42.03,-0.009642,0.017468,-0.010656,0.004728,0.011589,0.002312,-0.000476
42705.00,104.75,53.24,189.57,84.61,12.08,21.63,42.05,0.021752,0.002825,-0.007695,0.006663,-0.011457,0.020283,0.002862
42704.00,102.52,53.09,191.04,84.05,12.22,21.20,41.93,0.109044,0.110902,0.100017,0.051677,0.302772,0.125863,0.115753
42703.00,92.44,47.79,173.67,79.92,9.38,18.83,37.58,-0.011020,-0.020697,0.003699,-0.014064,-0.030992,-0.028380,-0.019567
42702.00,93.47,48.80,173.03,81.06,9.68,19.38,38.33,-0.026151,-0.014341,-0.048606,-0.002829,-0.037773,-0.022200,-0.033779
42699.00,95.98,49.51,181.87,81.29,10.06,19.82,39.67,-0.010515,0.000809,-0.019622,-0.001351,-0.026137,-0.015889,-0.012939
42698.00,97.00,49.47,185.51,81.40,10.33,20.14,40.19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42697.00,97.00,49.47,185.51,81.40,10.33,20.14,40.19,0.018159,-0.007424,0.013162,-0.001227,0.020751,0.014099,0.008532
42696.00,95.27,49.84,183.10,81.50,10.12,19.86,39.85,-0.004181,-0.005190,-0.000273,-0.002570,-0.010753,0.002018,-0.003002
42695.00,95.67,50.10,183.15,81.71,10.23,19.82,39.97,0.027053,0.016021,0.027835,0.021375,0.085987,0.026943,0.042243
42692.00,93.15,49.31,178.19,80.00,9.42,19.30,38.35,0.008772,0.014609,0.013249,-0.001248,0.031763,0.003640,0.006826
42691.00,92.34,48.60,175.86,80.10,9.13,19.23,38.09,-0.030246,-0.003281,-0.014955,-0.011599,-0.001094,-0.001039,-0.001834
42690.00,95.22,48.76,178.53,81.04,9.14,19.25,38.16,0.006873,-0.020096,-0.001119,-0.001479,0.000000,-0.005682,-0.008058
42689.00,94.57,49.76,178.73,81.16,9.14,19.36,38.47,0.020393,0.033652,0.029373,0.031127,0.045767,0.032533,0.040292
42688.00,92.68,48.14,173.63,78.71,8.74,18.75,36.98,0.013893,0.002708,0.008949,0.000636,0.028235,0.025711,0.013706
42685.00,91.41,48.01,172.09,78.66,8.50,18.28,36.48,-0.013171,-0.016390,-0.040907,-0.015273,-0.017341,-0.009751,-0.013521
42684.00,92.63,48.81,179.43,79.88,8.65,18.46,36.98,-0.008563,0.020703,0.009679,-0.000751,-0.017046,0.010953,-0.001889
42683.00,93.43,47.82,177.71,79.94,8.80,18.26,37.05,0.000750,0.014856,0.015254,0.001253,0.057692,0.044622,0.043368
42682.00,93.36,47.12,175.04,79.84,8.32,17.48,35.51,-0.000749,-0.006745,0.009225,0.001128,0.004831,-0.005122,-0.001967
42681.00,93.43,47.44,173.44,79.75,8.28,17.57,35.58,0.017756,0.022855,0.013617,0.024538,0.033708,0.019142,0.024475
42678.00,91.80,46.38,171.11,77.84,8.01,17.24,34.73,-0.003041,-0.004294,-0.011896,-0.007902,-0.018382,-0.009765,-0.009412
42677.00,92.08,46.58,173.17,78.46,8.16,17.41,35.06,0.012536,0.014152,0.011094,0.009002,0.008653,0.013388,0.007182
42676.00,90.94,45.93,171.27,77.76,8.09,17.18,34.81,-0.002413,-0.006489,-0.053600,-0.011944,-0.027644,-0.026629,-0.018054
42675.00,91.16,46.23,180.97,78.70,8.32,17.65,35.45,0.008184,0.005000,0.010893,0.006008,0.009709,-0.000566,0.002829
42674.00,90.42,46.00,179.02,78.23,8.24,17.66,35.35,-0.004185,-0.012452,-0.014370,-0.012247,-0.065760,-0.027533,-0.023481
42671.00,90.80,46.58,181.63,79.20,8.82,18.16,36.20,-0.010246,-0.020400,-0.005693,-0.005025,0.010309,-0.021552,-0.016572
42670.00,91.74,47.55,182.67,79.60,8.73,18.56,36.81,-0.004341,-0.001470,-0.001967,-0.005249,0.055623,-0.012766,0.001088
42669.00,92.14,47.62,183.03,80.02,8.27,18.80,36.77,-0.005719,-0.003140,0.000000,-0.002493,0.009768,-0.005817,0.000272
42668.00,92.67,47.77,183.03,80.22,8.19,18.91,36.76,-0.010147,-0.009743,-0.012410,-0.001121,-0.048780,-0.020715,-0.018687
42667.00,93.62,48.24,185.33,80.31,8.61,19.31,37.46,-0.002769,-0.003923,-0.008930,-0.001988,-0.009206,-0.016302,-0.012131
42664.00,93.88,48.43,187.00,80.47,8.69,19.63,37.92,-0.010852,-0.006564,-0.012567,-0.030365,-0.001149,-0.004564,-0.004724
42663.00,94.91,48.75,189.38,82.99,8.70,19.72,38.10,-0.001578,-0.006521,0.001852,-0.005393,0.008111,-0.002529,0.002632
42662.00,95.06,49.07,189.03,83.44,8.63,19.77,38.00,0.020724,0.042490,0.027169,0.025187,0.032297,0.026480,0.016858
42661.00,93.13,47.07,184.03,81.39,8.36,19.26,37.37,-0.006931,0.016192,-0.001357,0.005063,-0.009479,0.009434,0.000000
42660.00,93.78,46.32,184.28,80.98,8.44,19.08,37.37,-0.007409,-0.013839,-0.009034,-0.004181,-0.027650,-0.008831,-0.007701
42657.00,94.48,46.97,185.96,81.32,8.68,19.25,37.66,-0.010681,-0.001063,-0.011692,-0.002576,-0.019209,-0.010791,-0.010770
42656.00,95.50,47.02,188.16,81.53,8.85,19.46,38.07,-0.008307,0.001278,-0.014405,0.001105,-0.017758,-0.000514,-0.004185
42655.00,96.30,46.96,190.91,81.44,9.01,19.47,38.23,0.002603,0.006861,-0.008054,-0.003060,-0.013143,-0.007139,-0.010355
42654.00,96.05,46.64,192.46,81.69,9.13,19.61,38.63,-0.012745,-0.013119,-0.004036,-0.007774,-0.029756,-0.016550,-0.012273
42653.00,97.29,47.26,193.24,82.33,9.41,19.94,39.11,0.008814,0.021617,0.036751,0.012545,0.042082,0.029427,0.020350
42650.00,96.44,46.26,186.39,81.31,9.03,19.37,38.33,-0.007206,-0.002372,0.001020,-0.001351,-0.006601,-0.004625,-0.014653
42649.00,97.14,46.37,186.20,81.42,9.09,19.46,38.90,-0.002465,0.014217,0.004694,0.015845,0.021348,0.005342,-0.002052
42648.00,97.38,45.72,185.33,80.15,8.90,19.36,38.98,0.023544,0.025342,0.015507,0.020499,0.049528,0.037887,0.023634
42647.00,95.14,44.59,182.50,78.54,8.48,18.65,38.08,-0.010093,-0.006904,-0.015589,-0.004563,-0.048260,-0.015831,-0.011936
42646.00,96.11,44.90,185.39,78.90,8.91,18.95,38.54,-0.006204,0.000446,-0.001400,0.003306,0.019451,-0.004727,0.002080
42643.00,96.71,44.88,185.65,78.64,8.74,19.04,38.46,0.017464,0.015844,0.001564,0.016415,0.011574,0.018727,0.019348
42642.00,95.05,44.18,185.36,77.37,8.64,18.69,37.73,0.011601,0.032484,0.010522,-0.008204,0.052375,0.029185,0.007477
42641.00,93.96,42.79,183.43,78.01,8.21,18.16,37.45,0.060976,0.044933,0.061455,0.035577,0.135546,0.075192,0.062411
42640.00,88.56,40.95,172.81,75.33,7.23,16.89,35.25,-0.007842,-0.010392,-0.010082,-0.003308,-0.038564,-0.013435,-0.022463
42639.00,89.26,41.38,174.57,75.58,7.52,17.12,36.06,-0.005460,-0.010994,-0.005469,-0.004478,0.004005,0.005285,-0.002490
42636.00,89.75,41.84,175.53,75.92,7.49,17.03,36.15,-0.030882,-0.018992,-0.019659,-0.014154,-0.053097,-0.031286,-0.027180
42635.00,92.61,42.65,179.05,77.01,7.91,17.58,37.16,-0.009730,-0.001639,-0.018420,0.005878,0.058902,0.019130,0.009234
42634.00,93.52,42.72,182.41,76.56,7.47,17.25,36.82,0.034513,0.035385,0.037895,0.015789,0.088921,0.038531,0.036307
42633.00,90.40,41.26,175.75,75.37,6.86,16.61,35.53,0.003887,-0.000485,-0.004249,-0.007767,-0.015782,-0.008950,-0.015517
42632.00,90.05,41.28,176.50,75.96,6.97,16.76,36.09,-0.010113,0.005848,-0.003500,-0.004847,-0.009943,-0.002974,-0.001107
42629.00,90.97,41.04,177.12,76.33,7.04,16.81,36.13,0.000220,-0.017477,-0.007620,-0.006120,0.008596,-0.010012,-0.004134
42628.00,90.95,41.77,178.48,76.80,6.98,16.98,36.28,0.028265,0.012361,0.012308,0.005630,0.014535,0.013126,0.015962
42627.00,88.45,41.26,176.31,76.37,6.88,16.76,35.71,-0.021571,0.003649,-0.003166,-0.009211,-0.052342,-0.008284,-0.024317
42626.00,90.40,41.11,176.87,77.08,7.26,16.90,36.60,-0.027748,-0.030425,-0.034605,-0.021827,-0.045992,-0.038680,-0.043137
42625.00,92.98,42.40,183.21,78.80,7.61,17.58,38.25,0.003562,0.010727,0.014452,0.015988,-0.001312,0.011508,0.011771
42622.00,92.65,41.95,180.60,77.56,7.62,17.38,37.81,-0.029131,-0.049184,-0.036851,-0.022928,-0.091776,-0.055435,-0.033614
42621.00,95.43,44.12,187.51,79.38,8.39,18.40,39.12,0.011768,0.012623,-0.004248,0.009795,0.013285,0.034871,0.027041
42620.00,94.32,43.57,188.31,78.61,8.28,17.78,38.09,-0.005378,-0.003659,0.026213,-0.002158,0.033708,-0.004479,0.006607
42619.00,94.83,43.73,183.50,78.78,8.01,17.86,37.84,0.066584,0.009464,-0.001143,0.002928,0.082432,0.016505,0.013119
42618.00,88.91,43.32,183.71,78.55,7.40,17.57,37.35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42615.00,88.91,43.32,183.71,78.55,7.40,17.57,37.35,0.004066,0.002546,0.019365,-0.005192,0.040788,0.013264,0.018822
42614.00,88.55,43.21,180.22,78.96,7.11,17.34,36.66,0.000678,0.004650,0.006534,-0.000506,-0.024691,-0.011403,-0.003534
42613.00,88.49,43.01,179.05,79.00,7.29,17.54,36.79,-0.017542,-0.024053,-0.020889,-0.020337,-0.038259,-0.014053,-0.019456
42612.00,90.07,44.07,182.87,80.64,7.58,17.79,37.52,-0.011740,-0.014975,-0.000273,-0.006162,-0.024453,-0.011117,-0.001862
42611.00,91.14,44.74,182.92,81.14,7.77,17.99,37.59,0.010645,0.004040,0.019053,0.002967,0.010403,0.003906,0.009128
42608.00,90.18,44.56,179.50,80.90,7.69,17.92,37.25,-0.000776,-0.000224,-0.005044,-0.005409,0.039189,-0.005549,0.002152
42607.00,90.25,44.57,180.41,81.34,7.40,18.02,37.17,-0.005290,0.004961,-0.000941,0.000123,-0.001349,0.001111,0.001887
42606.00,90.73,44.35,180.58,81.33,7.41,18.00,37.10,-0.005263,-0.014225,-0.009163,-0.005138,-0.056051,-0.020142,-0.010403
42605.00,91.21,44.99,182.25,81.75,7.85,18.37,37.49,0.000439,-0.001996,0.004852,-0.003656,0.034256,0.009341,0.016540
42604.00,91.17,45.08,181.37,82.05,7.59,18.20,36.88,-0.006430,-0.037780,-0.022738,-0.015124,-0.055970,-0.025174,-0.020191
42601.00,91.76,46.85,185.59,83.31,8.04,18.67,37.64,0.000327,0.008394,0.009135,-0.006559,-0.042857,-0.009549,-0.006860
42600.00,91.73,46.46,183.91,83.86,8.40,18.85,37.90,0.016737,0.030155,0.020022,0.020071,0.046077,0.035146,0.028494
42599.00,90.22,45.10,180.30,82.21,8.03,18.21,36.85,-0.000443,0.010757,0.008558,0.003540,-0.031363,-0.005407,0.001631
42598.00,90.26,44.62,178.77,81.92,8.29,18.31,36.79,-0.003203,0.003824,-0.002121,-0.001463,0.002418,0.000492,-0.000543
42597.00,90.55,44.45,179.15,82.04,8.27,18.30,36.81,-0.007127,0.013914,0.014899,0.010345,0.079635,0.031567,0.020233
42594.00,91.20,43.84,176.52,81.20,7.66,17.74,36.08,0.010190,-0.005445,0.013318,-0.003681,-0.007772,-0.015538,0.008385
42593.00,90.28,44.08,174.20,81.50,7.72,18.02,35.78,0.009618,0.007313,0.014147,0.008040,0.057534,0.018655,0.026686
42592.00,89.42,43.76,171.77,80.85,7.30,17.69,34.85,-0.010622,-0.006583,0.002744,-0.011976,-0.043250,-0.028022,-0.013028
42591.00,90.38,44.05,171.30,81.83,7.63,18.20,35.31,-0.003089,-0.004745,0.003809,-0.008121,-0.037831,-0.010870,-0.012860
42590.00,90.66,44.26,170.65,82.50,7.93,18.40,35.77,0.005546,0.012583,0.015230,0.016010,0.037958,0.031390,0.020542
42587.00,90.16,43.71,168.09,81.20,7.64,17.84,35.05,0.070275,0.016748,0.031860,0.010076,0.022758,0.021179,0.015059
42586.00,84.24,42.99,162.90,80.39,7.47,17.47,34.53,0.022702,0.001164,-0.001288,0.009671,0.024691,0.005178,0.006706
42585.00,82.37,42.94,163.11,79.62,7.29,17.38,34.30,0.031043,0.020922,0.022121,0.009253,0.070485,0.027187,0.040024
42584.00,79.89,42.06,159.58,78.89,6.81,16.92,32.98,0.015121,-0.005203,0.014946,0.005481,0.047692,0.001776,0.006716
42583.00,78.70,42.28,157.23,78.46,6.50,16.89,32.76,-0.036720,-0.031608,-0.032847,-0.025584,-0.118046,-0.044683,-0.043504
42580.00,81.70,43.66,162.57,80.52,7.37,17.68,34.25,0.022528,0.020809,0.031928,0.018596,0.077485,0.014925,0.026063
42579.00,79.90,42.77,157.54,79.05,6.84,17.42,33.38,0.001504,-0.003495,0.045874,-0.010391,-0.069388,-0.009101,0.004816
42578.00,79.78,42.92,150.63,79.88,7.35,17.58,33.22,-0.008328,-0.007401,0.010262,-0.008933,-0.058899,-0.018973,-0.020637
42577.00,80.45,43.24,149.10,80.60,7.81,17.92,33.92,0.021587,0.016455,0.001814,-0.001363,0.005148,0.017604,0.018313
42576.00,78.75,42.54,148.83,80.71,7.77,17.61,33.31,-0.027538,-0.029432,-0.029791,-0.011028,-0.050122,-0.030820,-0.025453
42573.00,80.98,43.83,153.40,81.61,8.18,18.17,34.18,-0.006258,0.006661,0.007553,0.019870,-0.018007,-0.010349,0.002052
42572.00,81.49,43.54,152.25,80.02,8.33,18.36,34.11,-0.007551,-0.016712,-0.010593,-0.007196,-0.053409,-0.017131,-0.016719
42571.00,82.11,44.28,153.88,80.60,8.80,18.68,34.69,0.000853,-0.015781,-0.006585,0.009899,0.010333,0.004301,0.000577
42570.00,82.04,44.99,154.90,79.81,8.71,18.60,34.67,-0.014535,-0.013593,-0.012432,0.001380,-0.007973,-0.019504,-0.009994
42569.00,83.25,45.61,156.85,79.70,8.78,18.97,35.02,-0.010107,0.003300,0.000957,0.004411,0.030516,0.003704,0.005166
42566.00,84.10,45.46,156.70,79.35,8.52,18.90,34.84,-0.006263,-0.007640,0.007717,0.003161,-0.015029,-0.003690,-0.006275
42565.00,84.63,45.81,155.50,79.10,8.65,18.97,35.06,0.009423,0.013271,0.008692,0.002789,0.004646,0.008506,-0.001424
42564.00,83.84,45.21,154.16,78.88,8.61,18.81,35.11,-0.015269,-0.017814,-0.014952,-0.009667,-0.021591,-0.031411,-0.020915
42563.00,85.14,46.03,156.50,79.65,8.80,19.42,35.86,0.027020,0.034847,0.022876,0.020892,0.125320,0.058311,0.048538
42562.00,82.90,44.48,153.00,78.02,7.82,18.35,34.20,0.004362,-0.012214,-0.004684,-0.009144,-0.038130,-0.012379,-0.002915
42559.00,82.54,45.03,153.72,78.74,8.13,18.58,34.30,0.011396,0.033984,0.030088,0.013385,0.017522,0.022565,0.016899
42558.00,81.61,43.55,149.23,77.70,7.99,18.17,33.73,-0.013896,-0.002291,-0.015309,-0.004612,-0.053318,-0.005473,-0.017191
42557.00,82.76,43.65,151.55,78.06,8.44,18.27,34.32,0.000000,0.002757,0.000594,0.005539,0.000000,-0.005444,0.007042
42556.00,82.76,43.53,151.46,77.63,8.44,18.37,34.08,-0.023826,-0.044557,0.002316,-0.023768,-0.126294,-0.054555,-0.037288
42555.00,84.78,45.56,151.11,79.52,9.66,19.43,35.40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42552.00,84.78,45.56,151.11,79.52,9.66,19.43,35.40,0.016303,0.005962,-0.000661,0.005564,0.043197,0.036820,0.016949
42551.00,83.42,45.29,151.21,79.08,9.26,18.74,34.81,-0.000240,0.015699,-0.002770,0.016061,-0.041408,0.013521,-0.009391
42550.00,83.44,44.59,151.63,77.83,9.66,18.49,35.14,0.020673,0.030506,0.012825,0.015660,0.063877,0.026652,0.023296
42549.00,81.75,43.27,149.71,76.63,9.08,18.01,34.34,0.040209,0.033190,0.021145,0.020781,0.060748,0.032092,0.046313
42548.00,78.59,41.88,146.61,75.07,8.56,17.45,32.82,-0.030471,-0.046448,-0.041263,-0.020741,-0.112953,-0.066845,-0.052267
42545.00,81.06,43.92,152.92,76.66,9.65,18.70,34.63,-0.040710,-0.041885,-0.047761,-0.036814,-0.147527,-0.056509,-0.053825
42544.00,84.50,45.84,160.59,79.59,11.32,19.82,36.60,0.010766,0.026422,0.011591,0.016865,-0.064463,0.032830,0.018647
42543.00,83.60,44.66,158.75,78.27,12.10,19.19,35.93,-0.015428,0.000896,0.010953,-0.003184,-0.022617,-0.004668,-0.008554
42542.00,84.91,44.62,157.03,78.52,12.38,19.28,36.24,0.020676,0.018954,0.020007,0.011986,0.028239,0.010482,0.016265
42541.00,83.19,43.79,153.95,77.59,12.04,19.08,35.66,0.028434,-0.007255,-0.003108,0.001161,0.025554,0.001049,0.018275
42538.00,80.89,44.11,154.43,77.50,11.74,19.06,35.02,0.008855,0.021301,0.011727,0.015195,0.068244,0.031944,0.025476
42537.00,80.18,43.19,152.64,76.34,10.99,18.47,34.15,-0.027414,-0.017963,-0.060677,-0.006636,-0.062287,-0.025330,-0.025678
42536.00,82.44,43.98,162.50,76.85,11.72,18.95,35.05,-0.006508,-0.000227,-0.003312,-0.007875,0.028973,-0.004204,0.001715
42535.00,82.98,43.99,163.04,77.46,11.39,19.03,34.99,0.019536,-0.006549,0.014688,-0.002318,-0.023156,-0.001574,0.001431
42534.00,81.39,44.28,160.68,77.64,11.66,19.06,34.94,-0.002084,-0.002253,0.007082,-0.011333,-0.020991,-0.009870,-0.007950
42531.00,81.56,44.38,159.55,78.53,11.91,19.25,35.22,-0.035706,-0.024615,-0.028319,-0.017884,-0.107865,-0.040379,-0.047336
42530.00,84.58,45.50,164.20,79.96,13.35,20.06,36.97,-0.009138,-0.017066,-0.017355,-0.010518,-0.018382,-0.005454,-0.006450
42529.00,85.36,46.29,167.10,80.81,13.60,20.17,37.21,-0.000702,0.004557,0.009119,0.008864,-0.018051,0.007492,-0.007733
42528.00,85.42,46.08,165.59,80.10,13.85,20.02,37.50,0.051064,0.026509,0.029212,0.012770,0.001446,0.026667,0.025992
42527.00,81.27,44.89,160.89,79.09,13.83,19.50,36.55,0.019571,0.047608,0.007136,0.045749,0.096749,0.086351,0.026974
42524.00,79.71,42.85,159.75,75.63,12.61,17.95,35.59,-0.009691,0.017090,0.002196,0.002386,-0.010980,0.011838,-0.011938
42523.00,80.49,42.13,159.40,75.45,12.75,17.74,36.02,-0.003220,-0.000475,-0.000502,-0.005405,0.011102,-0.013897,0.003086
42522.00,80.75,42.15,159.48,75.86,12.61,17.99,35.91,-0.007498,-0.000711,-0.005240,-0.005767,0.021053,-0.008269,0.010957
42521.00,81.36,42.18,160.32,76.30,12.35,18.14,35.52,-0.002574,-0.009394,-0.007982,-0.011274,0.027454,0.002764,0.007374
42520.00,81.57,42.58,161.61,77.17,12.02,18.09,35.26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42517.00,81.57,42.58,161.61,77.17,12.02,18.09,35.26,-0.008870,-0.001407,-0.004251,-0.009117,-0.036087,0.009487,-0.005640
42516.00,82.30,42.64,162.30,77.88,12.47,17.92,35.46,-0.009389,0.004476,-0.001108,-0.000385,-0.016562,-0.021300,-0.006444
42515.00,83.08,42.45,162.48,77.91,12.68,18.31,35.69,0.007152,0.024867,-0.003007,0.030283,0.142342,0.046884,0.032398
42514.00,82.49,41.42,162.97,75.62,11.10,17.49,34.57,0.015012,-0.000965,0.002152,0.008132,-0.026316,0.002867,0.005819
42513.00,81.27,41.46,162.62,75.01,11.40,17.44,34.37,0.004325,0.013444,-0.010466,0.000667,0.012433,-0.008528,-0.002033
42510.00,80.92,40.91,164.34,74.96,11.26,17.59,34.44,0.010489,0.019183,0.009211,0.010243,0.004460,0.022674,0.008220
42509.00,80.08,40.14,162.84,74.20,11.21,17.20,34.16,-0.004104,-0.003476,-0.003122,0.014077,-0.002669,-0.012062,-0.004685
42508.00,80.41,40.28,163.35,73.17,11.24,17.41,34.32,-0.014221,-0.021618,-0.013110,-0.022837,-0.040956,-0.032778,-0.014076
42507.00,81.57,41.17,165.52,74.88,11.72,18.00,34.81,0.010906,0.024639,-0.004032,0.011892,0.028973,0.013514,0.014277
42506.00,80.69,40.18,166.19,74.00,11.39,17.76,34.32,0.025938,0.028674,0.015893,0.021676,0.072505,0.034965,0.021429
42503.00,78.65,39.06,163.59,72.43,10.62,17.16,33.60,-0.022981,-0.024719,-0.020595,-0.022405,-0.028362,-0.028313,-0.016393
42502.00,80.50,40.05,167.03,74.09,10.93,17.66,34.16,0.002241,0.012898,0.017607,0.003794,-0.006364,-0.001696,-0.002045
42501.00,80.32,39.54,164.14,73.81,11.00,17.69,34.23,0.007400,0.018023,0.017607,-0.006060,0.020408,0.003973,0.010331
42500.00,79.73,38.84,161.30,74.26,10.78,17.62,33.88,0.013861,0.003877,0.008566,0.020476,0.075848,0.023823,0.038627
42499.00,78.64,38.69,159.93,72.77,10.02,17.21,32.62,-0.000508,-0.019016,0.002947,-0.031283,-0.032818,-0.057503,-0.021596
42496.00,78.68,39.44,159.46,75.12,10.36,18.26,33.34,-0.031750,-0.012519,-0.014584,-0.003714,-0.006711,0.029893,-0.012148
42495.00,81.26,39.94,161.82,75.40,10.43,17.73,33.75,0.024200,0.002007,0.028277,-0.004358,0.030632,-0.017184,0.022108
42494.00,79.34,39.86,157.37,75.73,10.12,18.04,33.02,-0.015999,-0.014342,-0.011557,-0.019423,-0.016521,-0.025918,-0.023366
42493.00,80.63,40.44,159.21,77.23,10.29,18.52,33.81,-0.025972,-0.038288,-0.038645,-0.027330,-0.046339,-0.037922,-0.046800
42492.00,82.78,42.05,165.61,79.40,10.79,19.25,35.47,0.001937,0.017913,-0.002950,-0.011700,-0.100833,-0.013327,-0.007555
42489.00,82.62,41.31,166.10,80.34,12.00,19.51,35.74,0.008914,0.006579,0.006728,0.007019,0.019541,0.018267,-0.003624
42488.00,81.89,41.04,164.99,79.78,11.77,19.16,35.87,-0.031002,0.000000,-0.022108,-0.010174,-0.037612,-0.005708,-0.029491
42487.00,84.51,41.04,168.72,80.60,12.23,19.27,36.96,0.020899,0.020388,0.020319,0.017677,0.069056,0.038814,0.030388
42486.00,82.78,40.22,165.36,79.20,11.44,18.55,35.87,0.037864,0.004496,0.077264,0.005459,0.033424,0.003788,0.028678
42485.00,79.76,40.04,153.50,78.77,11.07,18.48,34.87,-0.014335,-0.019589,0.002285,-0.014513,-0.012489,-0.031954,-0.014136
42482.00,80.92,40.84,153.15,79.93,11.21,19.09,35.37,0.022233,0.012646,0.016730,-0.004236,0.105523,0.028002,0.035143
42481.00,79.16,40.33,150.63,80.27,10.14,18.57,34.17,-0.002646,-0.000248,-0.026498,-0.010234,-0.069725,-0.006952,-0.010449
42480.00,79.37,40.34,154.73,81.10,10.90,18.70,34.53,0.003033,0.007492,0.016823,0.018332,0.005535,0.004836,0.013799
42479.00,79.13,40.04,152.17,79.64,10.84,18.61,34.06,0.021823,0.026930,0.032851,0.028276,-0.019005,0.044332,0.025261
42478.00,77.44,38.99,147.33,77.45,11.05,17.82,33.22,0.022850,0.018814,0.022202,0.015604,0.035614,0.018286,0.020295
42475.00,75.71,38.27,144.13,76.26,10.67,17.50,32.56,-0.026989,-0.002866,-0.036950,-0.011664,-0.011121,-0.009901,-0.017501
42474.00,77.81,38.38,149.66,77.16,10.79,17.67,33.14,0.000386,0.001827,0.020525,-0.002714,0.034516,-0.013672,0.000906
42473.00,77.78,38.31,146.65,77.37,10.43,17.92,33.11,0.003483,0.017260,-0.005156,0.019368,-0.042241,0.013002,-0.011051
42472.00,77.51,37.66,147.41,75.90,10.89,17.69,33.48,0.047291,0.011822,0.034093,0.027342,0.143908,0.049229,0.067602
42471.00,74.01,37.22,142.55,73.88,9.52,16.86,31.36,0.007350,-0.002947,-0.015335,0.000406,0.003161,0.004169,-0.001274
42468.00,73.47,37.33,144.77,73.85,9.49,16.79,31.40,0.028272,0.029793,0.021089,0.025552,0.067491,0.032595,0.036988
42467.00,71.45,36.25,141.78,72.01,8.89,16.26,30.28,0.003229,-0.005214,-0.008046,-0.015719,0.028935,-0.028093,0.001985
42466.00,71.22,36.44,142.93,73.16,8.64,16.73,30.22,0.009640,0.059302,0.013400,0.006881,0.116279,0.020122,0.033869
42465.00,70.54,34.40,141.04,72.66,7.74,16.40,29.23,0.003271,0.011765,0.018781,0.000275,-0.007692,-0.003645,-0.008480
42464.00,70.31,34.00,138.44,72.64,7.80,16.46,29.48,-0.024014,-0.031063,-0.009445,0.007210,-0.002558,-0.017313,-0.012369
42461.00,72.04,35.09,139.76,72.12,7.82,16.75,29.85,-0.007440,-0.017637,-0.006963,-0.022102,-0.020050,-0.031792,-0.016501
42460.00,72.58,35.72,140.74,73.75,7.98,17.30,30.35,-0.014662,-0.008329,0.002350,-0.008870,0.041775,0.010514,0.015390
42459.00,73.66,36.02,140.41,74.41,7.66,17.12,29.89,-0.023724,0.028555,0.004076,0.019315,0.026810,0.006467,-0.001336
42458.00,75.45,35.02,139.84,73.00,7.46,17.01,29.93,0.012344,-0.001995,0.017314,0.002747,0.016349,0.001767,0.013889
42457.00,74.53,35.09,137.46,72.80,7.34,16.98,29.52,0.003096,-0.003691,-0.012429,0.003031,-0.026525,0.000000,-0.008731
42454.00,74.30,35.22,139.19,72.58,7.54,16.98,29.78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42453.00,74.30,35.22,139.19,72.58,7.54,16.98,29.78,-0.000538,0.005424,0.017694,-0.005208,0.050139,0.010113,0.012581
42452.00,74.34,35.03,136.77,72.96,7.18,16.81,29.41,-0.020553,-0.026133,-0.024465,-0.008830,-0.120098,-0.036952,-0.048528
