Date,EOG,HAL,PXD,SLB,WLL,XES,XOP,EOG-RET,HAL-RET,PXD-RET,SLB-RET,WLL-RET,XES-RET,XOP-RET
38440.00,22.38,20.74,40.63,34.25,19.56,,,,,,,,,
38439.00,22.64,21.26,41.43,35.40,19.99,,,,,,,,,
38436.00,22.75,21.03,42.00,35.01,20.05,,,,,,,,,
38435.00,22.75,21.03,42.00,35.01,20.05,,,,,,,,,
38434.00,22.51,20.94,41.33,34.90,19.81,,,,,,,,,
38433.00,23.30,21.73,42.66,35.76,20.95,,,,,,,,,
38432.00,23.83,21.77,43.09,35.58,21.50,,,,,,,,,
38429.00,24.10,21.96,43.58,35.90,22.17,,,,,,,,,
38428.00,23.17,21.31,43.20,35.79,22.31,,,,,,,,,
38427.00,22.65,20.95,42.28,36.15,21.83,,,,,,,,,
38426.00,22.44,20.77,42.82,35.78,21.54,,,,,,,,,
38425.00,22.89,21.00,43.33,36.48,21.25,,,,,,,,,
38422.00,22.69,20.19,42.35,36.38,21.25,,,,,,,,,
38421.00,22.43,20.50,41.87,36.57,21.14,,,,,,,,,
38420.00,23.31,21.07,42.43,36.87,22.06,,,,,,,,,
38419.00,23.53,21.71,43.33,38.00,22.06,,,,,,,,,
38418.00,23.09,21.89,44.38,38.40,22.00,,,,,,,,,
38415.00,23.40,22.40,44.75,39.00,22.35,,,,,,,,,
38414.00,22.94,22.04,43.50,38.71,21.73,,,,,,,,,
38413.00,22.49,21.87,43.10,37.90,20.40,,,,,,,,,
38412.00,21.99,21.42,41.99,37.24,20.00,,,,,,,,,
38411.00,22.78,21.99,42.17,37.72,21.15,,,,,,,,,
38408.00,22.88,22.38,42.70,37.79,20.85,,,,,,,,,
38407.00,22.08,21.77,42.26,37.45,20.22,,,,,,,,,
38406.00,21.61,21.55,40.80,37.04,19.70,,,,,,,,,
38405.00,21.65,21.07,40.35,36.35,19.75,,,,,,,,,
38404.00,21.39,21.25,40.11,36.76,19.50,,,,,,,,,
38401.00,21.39,21.25,40.11,36.76,19.50,,,,,,,,,
38400.00,20.89,20.90,39.65,36.19,19.38,,,,,,,,,
38399.00,21.25,21.23,40.30,36.94,19.85,,,,,,,,,
38398.00,20.54,20.68,39.41,36.31,19.25,,,,,,,,,
38397.00,20.54,20.71,39.15,36.44,19.25,,,,,,,,,
38394.00,20.31,20.95,39.09,36.72,19.05,,,,,,,,,
38393.00,20.00,21.00,38.95,36.51,18.83,,,,,,,,,
38392.00,19.56,20.33,38.57,35.17,18.15,,,,,,,,,
38391.00,19.42,20.48,39.14,35.24,18.17,,,,,,,,,
38390.00,19.24,20.50,39.17,34.86,17.88,,,,,,,,,
38387.00,19.16,20.99,39.71,35.30,18.16,,,,,,,,,
38386.00,19.32,20.89,39.43,35.19,18.03,,,,,,,,,
38385.00,19.16,20.77,39.47,35.06,18.19,,,,,,,,,
38384.00,18.99,20.47,38.85,34.17,17.84,,,,,,,,,
38383.00,18.56,20.57,38.39,34.02,17.46,,,,,,,,,
38380.00,18.50,20.42,37.94,33.53,17.20,,,,,,,,,
38379.00,18.39,21.75,38.52,33.76,17.28,,,,,,,,,
38378.00,18.24,21.37,36.28,33.47,17.05,,,,,,,,,
38377.00,17.98,21.30,35.95,33.24,16.91,,,,,,,,,
38376.00,18.03,21.00,36.14,32.90,17.00,,,,,,,,,
38373.00,17.91,20.90,35.75,32.33,16.90,,,,,,,,,
38372.00,17.78,20.90,35.64,32.26,16.44,,,,,,,,,
38371.00,17.73,21.10,35.69,32.42,16.44,,,,,,,,,
38370.00,17.91,20.91,36.24,32.25,16.25,,,,,,,,,
38369.00,17.49,20.65,35.49,32.19,15.65,,,,,,,,,
38366.00,17.49,20.65,35.49,32.19,15.65,,,,,,,,,
38365.00,17.14,20.30,34.38,32.10,15.43,,,,,,,,,
38364.00,16.95,19.76,33.80,32.01,15.25,,,,,,,,,
38363.00,16.74,19.09,33.88,31.74,14.76,,,,,,,,,
38362.00,16.63,18.92,33.60,31.96,14.80,,,,,,,,,
38359.00,16.37,18.99,33.31,31.76,14.50,,,,,,,,,
38358.00,16.48,19.13,33.53,32.60,14.68,,,,,,,,,
38357.00,16.24,18.79,33.15,31.98,14.29,,,,,,,,,
38356.00,16.38,19.03,33.91,31.88,14.43,,,,,,,,,
38355.00,16.64,19.01,34.13,32.13,14.45,,,,,,,,,
38352.00,17.84,19.62,35.10,33.47,15.13,,,,,,,,,
38351.00,17.73,19.64,35.06,33.47,15.11,,,,,,,,,
38350.00,17.82,19.83,34.89,33.51,15.15,,,,,,,,,
38349.00,17.83,19.65,34.70,33.15,15.10,,,,,,,,,
38348.00,17.60,19.43,34.49,32.93,14.89,,,,,,,,,
38345.00,18.10,19.90,34.69,33.51,15.07,,,,,,,,,
38344.00,18.10,19.90,34.69,33.51,15.07,,,,,,,,,
38343.00,18.00,19.80,34.53,33.19,15.19,,,,,,,,,
38342.00,18.47,19.99,35.06,33.57,15.47,,,,,,,,,
38341.00,18.36,19.64,34.66,33.13,15.31,,,,,,,,,
38338.00,18.30,19.62,34.46,32.78,15.40,,,,,,,,,
38337.00,17.96,19.74,34.39,32.75,15.20,,,,,,,,,
38336.00,18.32,20.09,34.84,33.06,15.68,,,,,,,,,
38335.00,18.01,19.78,34.65,32.54,15.46,,,,,,,,,
38334.00,17.89,19.42,34.63,32.04,15.25,,,,,,,,,
38331.00,17.42,19.24,33.85,31.50,15.05,,,,,,,,,
38330.00,17.83,19.69,34.16,31.65,15.32,,,,,,,,,
38329.00,17.66,19.17,33.91,31.15,15.03,,,,,,,,,
38328.00,17.45,19.23,33.85,31.13,15.02,,,,,,,,,
38327.00,17.92,19.56,34.15,31.68,15.47,,,,,,,,,
38324.00,18.04,19.37,34.49,31.74,15.52,,,,,,,,,
38323.00,17.62,19.31,34.02,31.02,15.16,,,,,,,,,
38322.00,18.27,19.92,34.61,31.82,16.06,,,,,,,,,
38321.00,18.77,20.67,35.20,32.81,17.02,,,,,,,,,
38320.00,18.83,20.48,35.61,33.03,16.41,,,,,,,,,
38317.00,18.96,20.42,35.88,33.54,15.85,,,,,,,,,
38316.00,18.87,20.40,35.73,33.58,15.75,,,,,,,,,
38315.00,18.87,20.40,35.73,33.58,15.75,,,,,,,,,
38314.00,18.51,20.24,35.31,33.05,15.24,,,,,,,,,
38313.00,18.38,19.99,35.13,33.15,15.23,,,,,,,,,
38310.00,17.83,19.92,34.51,33.05,14.77,,,,,,,,,
38309.00,17.32,19.47,34.00,32.64,14.52,,,,,,,,,
38308.00,17.00,18.92,33.35,32.28,14.56,,,,,,,,,
38307.00,16.75,18.70,32.94,32.05,14.51,,,,,,,,,
38306.00,16.88,18.50,33.10,31.86,14.73,,,,,,,,,
38303.00,17.09,19.00,33.92,32.83,15.09,,,,,,,,,
38302.00,16.38,18.64,33.18,32.09,14.90,,,,,,,,,
38301.00,16.54,18.66,33.25,31.95,15.16,,,,,,,,,
38300.00,16.31,18.19,32.77,31.32,14.65,,,,,,,,,
38299.00,16.31,18.20,33.00,31.23,14.13,,,,,,,,,
38296.00,16.90,18.47,33.40,31.83,14.75,,,,,,,,,
38295.00,16.77,18.45,33.30,31.56,15.03,,,,,,,,,
38294.00,16.45,18.54,32.87,31.33,14.93,,,,,,,,,
38293.00,16.10,17.77,32.16,30.60,14.56,,,,,,,,,
38292.00,16.42,18.37,32.50,31.14,14.85,,,,,,,,,
38289.00,16.64,18.52,32.40,31.47,14.84,,,,,,,,,
38288.00,16.26,18.13,32.16,31.02,14.77,,,,,,,,,
38287.00,16.97,18.36,32.55,31.52,15.05,,,,,,,,,
38286.00,17.43,17.86,33.75,32.74,15.50,,,,,,,,,
38285.00,17.22,17.17,33.03,32.65,15.50,,,,,,,,,
38282.00,17.19,17.22,33.00,32.90,16.08,,,,,,,,,
38281.00,17.22,17.38,32.85,33.85,15.86,,,,,,,,,
38280.00,17.07,17.31,31.93,33.40,15.16,,,,,,,,,
38279.00,16.50,16.77,31.28,32.55,14.64,,,,,,,,,
38278.00,16.48,16.85,31.63,32.77,14.90,,,,,,,,,
38275.00,16.65,17.16,32.42,33.38,15.19,,,,,,,,,
38274.00,16.70,17.22,33.12,33.17,15.17,,,,,,,,,
38273.00,16.37,16.89,32.85,32.61,14.93,,,,,,,,,
38272.00,17.05,17.05,33.89,33.28,16.06,,,,,,,,,
38271.00,17.31,17.19,34.33,34.00,16.15,,,,,,,,,
38268.00,17.42,17.68,34.85,34.60,15.99,,,,,,,,,
38267.00,17.41,17.52,35.72,34.26,16.39,,,,,,,,,
38266.00,17.57,17.40,35.92,34.63,16.34,,,,,,,,,
38265.00,17.31,16.99,35.40,33.96,15.49,,,,,,,,,
38264.00,16.88,16.93,35.23,33.98,15.37,,,,,,,,,
38261.00,16.80,17.20,34.90,34.13,15.25,,,,,,,,,
38260.00,16.46,16.84,34.48,33.65,15.20,,,,,,,,,
38259.00,16.24,16.60,33.81,33.62,15.18,,,,,,,,,
38258.00,16.47,16.86,34.70,33.83,15.50,,,,,,,,,
38257.00,16.13,16.61,34.00,33.03,15.14,,,,,,,,,
38254.00,16.21,16.79,33.67,33.32,14.92,,,,,,,,,
38253.00,15.93,16.12,33.20,33.24,14.99,,,,,,,,,
38252.00,16.18,16.03,33.56,33.21,15.00,,,,,,,,,
38251.00,16.35,16.14,33.53,33.17,15.32,,,,,,,,,
38250.00,15.87,15.80,32.00,32.60,14.77,,,,,,,,,
38247.00,15.90,15.76,31.95,32.99,14.44,,,,,,,,,
38246.00,15.77,15.54,31.55,32.22,14.89,,,,,,,,,
38245.00,15.67,15.45,31.59,32.15,14.75,,,,,,,,,
38244.00,15.79,15.36,31.94,32.03,14.65,,,,,,,,,
38243.00,15.29,15.38,32.02,32.29,14.51,,,,,,,,,
38240.00,14.91,15.15,32.33,32.15,14.20,,,,,,,,,
38239.00,14.93,15.19,32.93,32.40,13.81,,,,,,,,,
38238.00,14.73,14.95,32.40,32.04,13.59,,,,,,,,,
38237.00,14.74,14.73,32.90,32.00,13.39,,,,,,,,,
38236.00,14.68,15.06,34.30,32.24,13.21,,,,,,,,,
38233.00,14.68,15.06,34.30,32.24,13.21,,,,,,,,,
38232.00,14.73,14.85,34.29,31.56,12.98,,,,,,,,,
38231.00,14.72,14.94,34.50,31.49,12.23,,,,,,,,,
38230.00,14.44,14.59,33.45,30.90,11.81,,,,,,,,,
38229.00,14.25,14.51,32.64,30.59,11.70,,,,,,,,,
38226.00,14.36,14.48,33.34,31.14,11.77,,,,,,,,,
38225.00,14.25,14.40,32.50,31.08,11.73,,,,,,,,,
38224.00,14.02,14.20,32.09,30.59,11.55,,,,,,,,,
38223.00,14.05,14.10,31.92,30.25,11.40,,,,,,,,,
38222.00,14.10,14.19,32.35,30.17,11.51,,,,,,,,,
38219.00,14.30,14.38,32.80,30.59,11.81,,,,,,,,,
38218.00,14.23,14.10,31.75,29.94,11.75,,,,,,,,,
38217.00,14.03,14.10,31.83,30.00,11.48,,,,,,,,,
38216.00,13.85,13.65,31.20,29.45,10.95,,,,,,,,,
38215.00,14.37,13.90,32.25,30.07,11.33,,,,,,,,,
38212.00,14.38,14.04,32.23,30.00,11.35,,,,,,,,,
38211.00,14.27,14.15,31.40,29.98,11.27,,,,,,,,,
38210.00,14.50,14.55,32.55,30.50,11.40,,,,,,,,,
38209.00,14.89,14.91,32.80,30.80,11.40,,,,,,,,,
38208.00,14.80,14.95,33.19,31.17,11.35,,,,,,,,,
38205.00,14.60,14.84,32.00,30.76,11.38,,,,,,,,,
38204.00,15.06,15.06,32.35,31.44,11.66,,,,,,,,,
38203.00,15.35,15.31,34.01,31.68,11.88,,,,,,,,,
38202.00,16.22,15.69,35.78,32.35,12.06,,,,,,,,,
38201.00,15.89,15.65,35.26,32.24,12.00,,,,,,,,,
38198.00,15.89,15.88,36.05,32.16,11.84,,,,,,,,,
38197.00,15.76,15.74,35.98,32.38,11.99,,,,,,,,,
38196.00,15.65,15.60,35.85,32.31,11.62,,,,,,,,,
38195.00,15.31,15.44,35.64,32.00,11.98,,,,,,,,,
38194.00,14.97,15.06,34.74,31.19,12.48,,,,,,,,,
38191.00,15.20,15.27,35.89,31.50,12.49,,,,,,,,,
38190.00,15.35,15.52,36.50,32.13,12.65,,,,,,,,,
38189.00,15.28,15.48,36.65,32.08,12.52,,,,,,,,,
38188.00,15.70,15.72,36.92,32.70,12.91,,,,,,,,,
38187.00,15.81,15.63,36.87,32.50,12.98,,,,,,,,,
38184.00,15.83,15.75,36.37,32.46,12.89,,,,,,,,,
38183.00,15.77,15.52,35.00,32.44,12.93,,,,,,,,,
38182.00,15.64,15.26,35.02,31.78,12.56,,,,,,,,,
38181.00,15.43,14.82,34.89,31.16,12.50,,,,,,,,,
38180.00,15.58,14.79,35.24,31.19,12.55,,,,,,,,,
38177.00,15.64,14.91,35.25,31.40,12.64,,,,,,,,,
38176.00,15.53,15.03,35.10,31.20,12.50,,,,,,,,,
38175.00,15.57,15.15,35.20,31.48,12.54,,,,,,,,,
38174.00,15.41,14.97,34.99,31.55,12.60,,,,,,,,,
38173.00,15.20,15.11,35.05,31.79,12.48,,,,,,,,,
38170.00,15.20,15.11,35.05,31.79,12.48,,,,,,,,,
38169.00,15.07,15.14,34.79,31.72,12.47,,,,,,,,,
38168.00,14.93,15.13,35.08,31.75,12.57,,,,,,,,,
38167.00,14.83,14.94,34.79,31.16,12.45,,,,,,,,,
38166.00,14.73,15.24,34.19,31.19,12.52,,,,,,,,,
38163.00,15.02,15.52,35.00,31.63,12.99,,,,,,,,,
38162.00,15.22,15.26,34.58,31.37,13.35,,,,,,,,,
38161.00,15.27,15.31,34.92,31.63,13.35,,,,,,,,,
38160.00,14.74,15.02,34.60,30.75,13.20,,,,,,,,,
38159.00,14.59,14.90,34.17,30.75,13.19,,,,,,,,,
38156.00,14.54,15.02,34.38,31.01,13.28,,,,,,,,,
38155.00,14.57,15.10,34.11,31.01,12.98,,,,,,,,,
38154.00,14.48,15.18,33.77,31.11,12.78,,,,,,,,,
38153.00,14.13,14.69,32.86,29.96,12.32,,,,,,,,,
38152.00,13.65,14.56,31.90,29.35,12.15,,,,,,,,,
38149.00,13.67,14.60,32.30,29.20,12.12,,,,,,,,,
38148.00,13.67,14.60,32.30,29.20,12.12,,,,,,,,,
38147.00,13.15,14.48,31.54,28.96,11.90,,,,,,,,,
38146.00,13.26,14.64,31.35,28.95,12.01,,,,,,,,,
38145.00,13.35,14.70,31.02,28.96,12.10,,,,,,,,,
38142.00,13.03,14.43,30.47,28.18,12.01,,,,,,,,,
38141.00,13.23,14.28,30.55,28.09,12.01,,,,,,,,,
38140.00,13.46,14.41,31.08,28.57,12.07,,,,,,,,,
38139.00,13.65,14.60,31.32,28.94,11.99,,,,,,,,,
38138.00,13.36,14.52,30.95,28.58,11.73,,,,,,,,,
38135.00,13.36,14.52,30.95,28.58,11.73,,,,,,,,,
38134.00,13.28,14.30,30.80,28.45,11.68,,,,,,,,,
38133.00,13.52,14.70,31.50,29.06,11.83,,,,,,,,,
38132.00,13.64,14.81,31.80,29.47,11.73,,,,,,,,,
38131.00,13.45,14.50,31.50,29.01,11.39,,,,,,,,,
38128.00,13.17,14.23,30.00,28.30,11.35,,,,,,,,,
38127.00,13.11,14.17,30.38,28.46,11.57,,,,,,,,,
38126.00,13.23,14.31,30.49,28.47,11.79,,,,,,,,,
38125.00,13.45,14.44,30.71,28.52,11.53,,,,,,,,,
38124.00,13.66,14.46,31.60,28.67,11.90,,,,,,,,,
38121.00,13.54,14.57,31.21,28.65,12.15,,,,,,,,,
38120.00,13.28,14.67,30.56,28.68,11.71,,,,,,,,,
38119.00,13.25,14.48,31.37,28.35,12.06,,,,,,,,,
38118.00,13.13,14.45,31.05,27.82,12.05,,,,,,,,,
38117.00,13.05,13.97,29.70,27.73,11.59,,,,,,,,,
38114.00,13.47,14.11,30.17,28.02,12.95,,,,,,,,,
38113.00,13.55,14.62,31.58,28.77,13.40,,,,,,,,,
38112.00,13.50,14.87,32.48,29.19,13.45,,,,,,,,,
38111.00,13.51,15.02,32.60,29.59,13.48,,,,,,,,,
38110.00,13.04,15.24,33.52,29.78,13.09,,,,,,,,,
38107.00,12.31,14.90,32.71,29.26,12.68,,,,,,,,,
38106.00,12.24,15.13,32.71,29.44,12.52,,,,,,,,,
38105.00,12.53,15.51,33.80,30.50,12.74,,,,,,,,,
38104.00,12.60,15.84,34.50,31.23,13.00,,,,,,,,,
38103.00,12.30,15.45,34.08,30.99,12.49,,,,,,,,,
38100.00,12.17,15.43,33.80,30.85,12.74,,,,,,,,,
38099.00,12.24,15.40,34.00,31.92,12.90,,,,,,,,,
38098.00,12.06,14.92,33.65,30.91,12.51,,,,,,,,,
38097.00,12.26,14.97,33.22,31.19,13.48,,,,,,,,,
38096.00,12.52,15.25,34.35,31.77,13.60,,,,,,,,,
38093.00,12.28,15.34,34.40,32.08,13.13,,,,,,,,,
38092.00,12.13,15.03,34.00,31.34,12.80,,,,,,,,,
38091.00,11.88,14.90,32.87,30.90,12.42,,,,,,,,,
38090.00,11.85,14.88,32.64,31.02,12.35,,,,,,,,,
38089.00,11.97,15.25,32.98,31.38,12.36,,,,,,,,,
38086.00,11.77,14.93,31.91,30.65,12.31,,,,,,,,,
38085.00,11.77,14.93,31.91,30.65,12.31,,,,,,,,,
38084.00,11.50,14.85,31.49,30.38,12.08,,,,,,,,,
38083.00,11.50,14.70,31.30,30.66,11.78,,,,,,,,,
38082.00,11.47,14.69,31.85,30.80,11.65,,,,,,,,,
38079.00,11.47,15.01,31.48,30.90,12.05,,,,,,,,,
38078.00,11.40,15.02,31.50,30.95,11.85,,,,,,,,,
38077.00,11.47,15.19,32.30,31.92,11.80,,,,,,,,,
38076.00,11.31,15.01,32.35,31.74,11.75,,,,,,,,,
38075.00,11.14,14.60,33.14,30.68,11.40,,,,,,,,,
38072.00,10.99,14.48,32.20,30.74,11.28,,,,,,,,,
38071.00,10.86,14.14,31.64,30.56,11.23,,,,,,,,,
38070.00,10.84,14.13,31.44,30.54,11.25,,,,,,,,,
38069.00,11.19,14.42,32.38,31.07,11.35,,,,,,,,,
38068.00,11.23,14.55,32.52,31.17,10.98,,,,,,,,,
38065.00,11.18,14.74,33.17,31.83,11.34,,,,,,,,,
38064.00,11.35,15.16,33.62,32.49,11.40,,,,,,,,,
38063.00,11.37,15.10,33.49,32.38,11.14,,,,,,,,,
38062.00,11.26,14.43,32.93,31.25,11.00,,,,,,,,,
38061.00,11.28,14.59,33.48,31.33,11.32,,,,,,,,,
38058.00,11.17,14.60,33.16,31.25,11.32,,,,,,,,,
38057.00,10.97,14.12,32.60,31.08,10.99,,,,,,,,,
38056.00,11.13,14.98,32.99,31.60,11.15,,,,,,,,,
38055.00,11.30,15.35,33.53,32.39,11.27,,,,,,,,,
38054.00,11.44,15.81,33.85,32.56,11.28,,,,,,,,,
38051.00,11.38,15.76,33.71,32.49,11.12,,,,,,,,,
38050.00,11.20,15.78,33.00,32.69,10.86,,,,,,,,,
38049.00,11.39,15.75,33.13,32.89,10.58,,,,,,,,,
38048.00,11.36,15.95,32.92,33.18,10.38,,,,,,,,,
38047.00,11.31,16.25,33.05,33.24,10.50,,,,,,,,,
38044.00,11.12,15.98,32.12,32.24,10.45,,,,,,,,,
38043.00,11.00,15.86,31.60,32.38,10.50,,,,,,,,,
38042.00,10.93,15.57,31.05,32.23,10.57,,,,,,,,,
38041.00,10.85,15.52,30.51,32.24,10.59,,,,,,,,,
38040.00,10.76,15.51,30.27,31.63,10.52,,,,,,,,,
38037.00,10.75,15.45,30.10,31.56,10.45,,,,,,,,,
38036.00,10.80,15.59,30.29,31.72,10.45,,,,,,,,,
38035.00,10.88,15.48,30.60,31.50,10.48,,,,,,,,,
38034.00,10.99,15.90,31.05,32.03,10.38,,,,,,,,,
38033.00,10.94,15.82,30.85,32.01,10.32,,,,,,,,,
38030.00,10.94,15.82,30.85,32.01,10.32,,,,,,,,,
38029.00,11.03,15.81,31.00,31.99,10.30,,,,,,,,,
38028.00,10.81,15.52,31.37,31.74,10.02,,,,,,,,,
38027.00,10.94,15.18,31.00,31.73,10.10,,,,,,,,,
38026.00,10.79,15.02,30.50,31.07,9.71,,,,,,,,,
38023.00,10.81,14.82,30.05,30.61,9.60,,,,,,,,,
38022.00,10.73,14.70,29.89,30.42,9.71,,,,,,,,,
38021.00,11.11,15.05,30.87,30.84,9.75,,,,,,,,,
38020.00,11.32,15.10,31.35,30.82,9.93,,,,,,,,,
38019.00,11.27,15.24,31.56,30.80,9.93,,,,,,,,,
38016.00,11.32,15.07,31.92,30.59,9.62,,,,,,,,,
38015.00,11.32,15.11,32.36,30.91,9.65,,,,,,,,,
38014.00,11.48,14.70,32.75,30.92,9.74,,,,,,,,,
38013.00,11.65,14.56,33.50,31.00,10.01,,,,,,,,,
38012.00,11.74,14.64,33.84,30.53,10.01,,,,,,,,,
38009.00,11.72,14.46,33.97,29.89,9.85,,,,,,,,,
38008.00,11.51,14.11,32.96,27.79,9.83,,,,,,,,,
38007.00,11.57,14.24,32.98,28.02,9.82,,,,,,,,,
38006.00,11.68,14.20,33.05,27.82,9.85,,,,,,,,,
38005.00,11.33,13.74,32.22,26.94,9.64,,,,,,,,,
38002.00,11.33,13.74,32.22,26.94,9.64,,,,,,,,,
38001.00,11.20,13.43,32.25,26.34,9.91,,,,,,,,,
38000.00,11.56,13.69,32.66,26.61,9.95,,,,,,,,,
37999.00,11.38,13.99,32.80,26.75,10.05,,,,,,,,,
37998.00,11.35,14.02,32.90,26.67,9.56,,,,,,,,,
37995.00,11.46,14.00,32.59,27.00,9.63,,,,,,,,,
37994.00,11.43,13.49,31.95,26.92,9.53,,,,,,,,,
37993.00,11.46,13.27,32.00,26.77,9.47,,,,,,,,,
37992.00,11.60,13.43,32.46,27.45,9.63,,,,,,,,,
37991.00,11.65,13.06,32.75,27.75,9.27,,,,,,,,,
37988.00,11.45,13.02,31.86,27.33,9.42,,,,,,,,,
37987.00,11.54,13.00,31.93,27.36,9.20,,,,,,,,,
37986.00,11.54,13.00,31.93,27.36,9.20,,,,,,,,,
37985.00,11.72,13.11,32.75,27.77,8.93,,,,,,,,,
37984.00,11.77,13.09,32.75,27.83,8.99,,,,,,,,,
37981.00,11.71,13.12,32.15,27.64,9.00,,,,,,,,,
37980.00,11.69,13.10,31.72,27.48,8.65,,,,,,,,,
37979.00,11.69,13.10,31.72,27.48,8.65,,,,,,,,,
37978.00,11.52,13.01,31.26,27.00,8.55,,,,,,,,,
37977.00,11.63,13.49,31.52,27.33,8.76,,,,,,,,,
37974.00,11.73,13.40,32.20,26.57,8.82,,,,,,,,,
37973.00,11.80,13.56,32.44,26.38,8.88,,,,,,,,,
37972.00,11.56,12.80,31.18,25.20,8.73,,,,,,,,,
37971.00,11.42,12.57,30.80,25.18,8.69,,,,,,,,,
37970.00,11.28,12.33,29.98,25.09,8.70,,,,,,,,,
37967.00,11.43,12.73,30.33,25.52,8.77,,,,,,,,,
37966.00,11.28,12.35,29.84,25.03,8.56,,,,,,,,,
37965.00,11.20,12.50,29.18,24.99,8.57,,,,,,,,,
37964.00,11.26,12.27,29.72,24.91,8.49,,,,,,,,,
37963.00,11.21,12.32,30.16,24.86,8.60,,,,,,,,,
37960.00,11.13,12.20,29.53,24.62,8.50,,,,,,,,,
37959.00,11.14,11.77,29.48,24.08,8.46,,,,,,,,,
37958.00,10.59,11.66,28.75,23.62,8.38,,,,,,,,,
37957.00,10.71,11.77,28.82,23.92,8.38,,,,,,,,,
37956.00,10.60,11.69,28.60,23.37,8.35,,,,,,,,,
37953.00,10.48,11.68,28.36,23.46,8.31,,,,,,,,,
37952.00,10.48,11.70,28.14,23.45,8.20,,,,,,,,,
37951.00,10.48,11.70,28.14,23.45,8.20,,,,,,,,,
37950.00,10.47,11.63,27.47,23.32,8.14,,,,,,,,,
37949.00,10.43,11.61,27.25,23.15,8.25,,,,,,,,,
37946.00,10.51,11.57,26.83,23.13,8.15,,,,,,,,,
37945.00,10.65,11.69,27.10,23.23,8.14,,,,,,,,,
37944.00,10.65,11.72,26.99,23.26,,,,,,,,,,
37943.00,10.63,11.84,27.13,23.06,,,,,,,,,,
37942.00,10.61,11.85,26.88,23.49,,,,,,,,,,
37939.00,10.75,12.10,27.08,23.80,,,,,,,,,,
37938.00,10.77,12.09,27.15,23.81,,,,,,,,,,
37937.00,10.65,11.96,26.94,23.34,,,,,,,,,,
37936.00,10.45,11.91,26.47,23.15,,,,,,,,,,
37935.00,10.43,11.94,26.67,23.05,,,,,,,,,,
37932.00,10.44,12.10,26.43,23.31,,,,,,,,,,
37931.00,10.41,12.05,26.31,23.32,,,,,,,,,,
37930.00,10.41,12.18,26.22,23.35,,,,,,,,,,
37929.00,10.51,11.94,26.20,23.25,,,,,,,,,,
37928.00,10.56,11.85,26.50,23.08,,,,,,,,,,
37925.00,10.53,11.94,26.45,23.49,,,,,,,,,,
37924.00,10.30,11.69,26.02,23.13,,,,,,,,,,
37923.00,10.40,11.76,26.30,23.25,,,,,,,,,,
37922.00,10.29,12.04,25.76,23.63,,,,,,,,,,
37921.00,10.34,12.17,25.35,23.51,,,,,,,,,,
37918.00,10.49,11.99,25.72,23.56,,,,,,,,,,
37917.00,10.48,12.02,25.76,24.00,,,,,,,,,,
37916.00,10.51,11.98,25.70,23.98,,,,,,,,,,
37915.00,10.51,12.16,25.65,25.68,,,,,,,,,,
37914.00,10.36,11.97,25.62,24.92,,,,,,,,,,
37911.00,10.44,12.06,25.55,24.75,,,,,,,,,,
37910.00,10.50,12.15,25.96,25.02,,,,,,,,,,
37909.00,10.36,12.02,25.45,24.63,,,,,,,,,,
37908.00,10.60,12.19,26.08,25.08,,,,,,,,,,
37907.00,10.69,12.18,26.35,25.24,,,,,,,,,,
37904.00,10.69,12.38,26.73,25.40,,,,,,,,,,
37903.00,10.52,12.38,26.31,25.16,,,,,,,,,,
37902.00,10.59,12.63,26.43,25.25,,,,,,,,,,
37901.00,10.63,12.77,26.76,25.24,,,,,,,,,,
37900.00,10.60,12.59,26.75,25.18,,,,,,,,,,
37897.00,10.63,12.69,26.65,25.04,,,,,,,,,,
37896.00,10.57,12.61,26.15,24.83,,,,,,,,,,
37895.00,10.45,12.48,25.76,24.74,,,,,,,,,,
37894.00,10.44,12.13,25.46,24.20,,,,,,,,,,
37893.00,10.24,12.28,25.33,24.59,,,,,,,,,,
37890.00,10.16,12.02,25.08,24.36,,,,,,,,,,
37889.00,10.31,12.36,25.25,24.69,,,,,,,,,,
37888.00,10.46,12.51,25.50,25.47,,,,,,,,,,
37887.00,10.32,12.44,25.10,25.35,,,,,,,,,,
37886.00,10.42,12.27,24.93,25.53,,,,,,,,,,
37883.00,10.35,12.19,25.06,25.50,,,,,,,,,,
37882.00,10.38,12.15,24.54,24.63,,,,,,,,,,
37881.00,10.22,12.06,24.00,24.13,,,,,,,,,,
37880.00,10.38,12.26,24.34,24.20,,,,,,,,,,
37879.00,10.20,12.01,24.35,24.05,,,,,,,,,,
37876.00,10.20,12.12,24.48,24.17,,,,,,,,,,
37875.00,10.19,11.98,24.77,24.05,,,,,,,,,,
37874.00,10.30,12.16,25.12,24.07,,,,,,,,,,
37873.00,10.39,12.26,25.05,24.48,,,,,,,,,,
37872.00,10.55,12.51,25.15,24.75,,,,,,,,,,
37869.00,10.44,12.25,24.90,24.23,,,,,,,,,,
37868.00,10.61,12.15,25.00,23.89,,,,,,,,,,
37867.00,10.62,12.30,25.01,24.42,,,,,,,,,,
37866.00,10.61,12.25,25.08,24.66,,,,,,,,,,
37865.00,10.60,12.09,25.36,24.75,,,,,,,,,,
37862.00,10.60,12.09,25.36,24.75,,,,,,,,,,
37861.00,10.53,12.02,25.20,24.74,,,,,,,,,,
